genus_species,tnrs_accepted_name,clean_ejf,family_ejf,pathway
Sida.cuneifolia,Melochia corchorifolia,Melochia corchorifolia,"Malvaceae	C3",
Sida.dregei,Sida dregei,Sida dregei,Malvaceae,C3
Sida.fibulifera,,Sida fibulifera,Malvaceae,C3
Sida.procumbens,Sida abutilifolia,Sida abutilifolia,Malvaceae,C3
Sida.rhombifolia.L.,Sida rhombifolia,Sida rhombifolia,Malvaceae,C3
Sida.spinosa,Sida spinosa,Sida spinosa,Malvaceae,C3
Sida.spp,Sida,Sida,Malvaceae,C3
Sida.urens.L.,Sida urens,Sida urens,Malvaceae,C3
Sida.virgata,Pseudabutilon virgatum,Pseudabutilon virgatum,Malvaceae,C3
Sideritis.brevicaulis,Sideritis brevicaulis,Sideritis brevicaulis,Lamiaceae,C3
Silene,Silene,Silene,Caryophyllaceae,C3
Silene gallica,Silene antirrhina,Silene antirrhina,Caryophyllaceae,C3
silene_antirrhina,Silene antirrhina,Silene antirrhina,Caryophyllaceae,C3
SILENE_gallica,Silene antirrhina,Silene antirrhina,Caryophyllaceae,C3
Silene_tenuis,Silene graminifolia,Silene graminifolia,Caryophyllaceae,C3
Silene.acaulis..L...Jacq.,Silene acaulis,Silene acaulis,Caryophyllaceae,C3
Silene.apetala,Silene apetala,Silene apetala,Caryophyllaceae,C3
Silene.colorata,Silene colorata,Silene colorata,Caryophyllaceae,C3
Silene.conica,Silene conica,Silene conica,Caryophyllaceae,C3
Silene.gallica,Silene gallica,Silene gallica,Caryophyllaceae,C3
Silene.latifolia.subsp..alba,Silene latifolia,Silene latifolia,Caryophyllaceae,C3
Silene.nocturna,Silene nocturna,Silene nocturna,Caryophyllaceae,C3
Silene.nutans,Silene nutans,Silene nutans,Caryophyllaceae,C3
Silene.nutans.L..s.l.,Silene nutans,Silene nutans,Caryophyllaceae,C3
Silene.otites,Silene otites,Silene otites,Caryophyllaceae,C3
Silene.vulgaris,Silene vulgaris,Silene vulgaris,Caryophyllaceae,C3
Silene.vulgaris..Moench..Garcke.s.l.,Silene vulgaris,Silene vulgaris,Caryophyllaceae,C3
Siloxerus.multiflorus,Siloxerus multiflorus,Siloxerus multiflorus,Compositae,C3
Silybum.marianum,,Silybum marianum,Compositae,C3
SINAP,,NA,NA,
Sinapis.arvensis,Sinapis arvensis,Sinapis arvensis,Brassicaceae,C3
SISIRINCHIUM_JUNCEUM,Olsynium junceum,Olsynium junceum,Iridaceae,C3
Sisymbrium erysimoides,Sisymbrium erysimoides,Sisymbrium erysimoides,Brassicaceae,C3
Sisymbrium irio,Sisymbrium irio,Sisymbrium irio,Brassicaceae,C3
Sisymbrium.altissimum,Sisymbrium altissimum,Sisymbrium altissimum,Brassicaceae,C3
Sisymbrium.irio,Sisymbrium irio,Sisymbrium irio,Brassicaceae,C3
Sisymbrium.officinale,Sisymbrium officinale,Sisymbrium officinale,Brassicaceae,C3
sisyrinchium_campestre,Sisyrinchium campestre,Sisyrinchium campestre,Iridaceae,C3
Sisyrinchium.bellum,Sisyrinchium bellum,Sisyrinchium bellum,Iridaceae,C3
Sisyrinchium.platense,Sisyrinchium platense,Sisyrinchium platense,Iridaceae,C3
Sitanion.hystrix,Elymus elymoides,Elymus elymoides,Poaceae,C3
small_Lepidium,Lepidium,Lepidium,Brassicaceae,C3
Small.acrocarpous.mosses..undetermined,,NA,NA,
Smilacina.racemosa,Maianthemum racemosum,Maianthemum racemosum,Asparagaceae,C3
Smilacina.stellata,Maianthemum stellatum,Maianthemum stellatum,Asparagaceae,C3
Solanum,Solanum,Solanum,Solanaceae,C3
Solanum esuriale,,Solanum esuriale,Solanaceae,C3
Solanum ferocissimum,,Solanum ferocissimum,Solanaceae,C3
Solanum panduriforme,Solanum panduriforme,Solanum panduriforme,Solanaceae,C3
Solanum_big,Solanum,Solanum,Solanaceae,C3
solanum_carolinense,Solanum carolinense,Solanum carolinense,Solanaceae,C3
Solanum_Coagulens,Solanum coagulens,Solanum coagulens,Solanaceae,C3
Solanum_dubium,,Solanum dubium,Solanaceae,C3
Solanum_elaeagnifolium,Solanum elaeagnifolium,Solanum elaeagnifolium,Solanaceae,C3
Solanum_incanum,Solanum incanum,Solanum incanum,Solanaceae,C3
Solanum_nigrum,Solanum americanum,Solanum americanum,Solanaceae,C3
solanum_rostratum,Solanum rostratum,Solanum rostratum,Solanaceae,C3
Solanum.delagoense,Solanum delagoense,Solanum delagoense,Solanaceae,C3
Solanum.incanum,,Solanum indicum,Solanaceae,C3
Solanum.indicum,,Solanum indicum,Solanaceae,C3
Solanum.nigrum,Solanum americanum,Solanum americanum,Solanaceae,C3
Solanum.nigrum.1,Solanum americanum,Solanum americanum,Solanaceae,C3
Solanum.panduriforme,Solanum panduriforme,Solanum panduriforme,Solanaceae,C3
Solanum.physalifolium.var..nitidibaccatum,Solanum physalifolium,Solanum physalifolium,Solanaceae,C3
Solanum.sp..Rel.,Solanum,Solanum,Solanaceae,C3
Solanum.tomentosum.,Solanum tomentosum,Solanum tomentosum,Solanaceae,C3
Solanum.triflorum,Solanum triflorum,Solanum triflorum,Solanaceae,C3
Soldanella.alpina.L.,Soldanella alpina,Soldanella alpina,Primulaceae,C3
Solenogyne bellioides,Solenogyne bellioides,Solenogyne bellioides,Compositae,C3
Solenogyne.dominii,Solenogyne dominii,Solenogyne dominii,Compositae,C3
solidago_canadensis,Solidago canadensis,Solidago canadensis,Compositae,C3
Solidago_chilensis,Solidago chilensis,Solidago chilensis,Compositae,C3
solidago_missouriensis,Solidago missouriensis,Solidago missouriensis,Compositae,C3
solidago_mollis,Solidago mollis,Solidago mollis,Compositae,C3
solidago_rigida,Solidago rigida,Solidago rigida,Compositae,C3
Solidago.altisama,Solidago altissima,Solidago altissima,Solanaceae,C3
Solidago.fistulosa,Solidago fistulosa,Solidago fistulosa,Compositae,C3
Solidago.gigantea,Solidago gigantea,Solidago gigantea,Compositae,C3
Solidago.gramnifolia,Euthamia graminifolia,Euthamia graminifolia,Compositae,C3
Solidago.issouriensis,Solidago missouriensis,Solidago missouriensis,Compositae,C3
Solidago.missouriensis,Solidago missouriensis,Solidago missouriensis,Compositae,C3
Solidago.nemoralis,Solidago nemoralis,Solidago nemoralis,Compositae,C3
Solidago.rigida,Solidago rigida,Solidago rigida,Compositae,C3
Solidago.rugosa,Solidago rugosa,Solidago rugosa,Compositae,C3
Solidago.sempervirens,Solidago sempervirens,Solidago sempervirens,Compositae,C3
Solidago.sp.,Solidago,Solidago,Compositae,C3
Solidago.spp.,Solidago,Solidago,Compositae,C3
Solidago.virgaurea,Solidago virgaurea,Solidago virgaurea,Compositae,C3
Soliva.pterosperma,Soliva sessilis,Soliva sessilis,Compositae,C3
Sonchus oleraceus,Sonchus oleraceus,Sonchus oleraceus,Compositae,C3
Sonchus_asper,Sonchus asper,Sonchus asper,Compositae,C3
sonchus_asper,Sonchus asper,Sonchus asper,Compositae,C3
Sonchus.acaulis,Sonchus acaulis,Sonchus acaulis,Compositae,C3
sonchus.arvensis,Sonchus arvensis,Sonchus arvensis,Compositae,C3
Sonchus.asper,Sonchus asper,Sonchus asper,Compositae,C3
Sonchus.Oleracea,,Sonchus,Compositae,C3
Sonchus.oleraceus,Sonchus oleraceus,Sonchus oleraceus,Compositae,C3
Sonchus.radicatus,Sonchus radicatus,Sonchus radicatus,Compositae,C3
Sonchus.sp.,,Sonchus,Compositae,C3
Sophora.nuttaliana,Sophora nuttalliana,Sophora nuttalliana,Leguminosae,C3
Sophora.nuttalliana,Sophora nuttalliana,Sophora nuttalliana,Leguminosae,C3
sorghastrum_nutans,Sorghastrum nutans,Sorghastrum nutans,Poaceae,C4
Sorghastrum.nutans,Sorghastrum nutans,Sorghastrum nutans,Poaceae,C4
Sorghastrum.pellitum,Sorghastrum pellitum,Sorghastrum pellitum,Poaceae,C4
Sorghum.australiense,Sorghum timorense,Sorghum timorense,Poaceae,C4
Sp.penstemon,Penstemon,Penstemon,Plantaginaceae,C3
Sp.Perstem.,,NA,NA,
Spartina.bakeri,Spartina bakeri,Spartina bakeri,Poaceae,C4
Spartina.pecinata,Spartina pectinata,Spartina pectinata,Poaceae,C4
Spear.Thistle,,NA,NA,
Species.y,,NA,NA,
Spergula.arvense,Spergula arvensis,Spergula arvensis,Caryophyllaceae,C3
Spergula.arvensis,Spergula arvensis,Spergula arvensis,Caryophyllaceae,C3
Spergula.sp.,Spergula,Spergula,Caryophyllaceae,C3
Spergularia.rubra,Spergularia rubra,Spergularia rubra,Caryophyllaceae,C3
Spergularia.sp.,Spergularia,Spergularia,Caryophyllaceae,C3
Spermacoce.paludosa.Hepp.,Spermacoce,Spermacoce,Rubiaceae,C3
Spermacoce.sp,Spermacoce,Spermacoce,Rubiaceae,C3
spermolepis_inermis,Spermolepis inermis,Spermolepis inermis,Apiaceae,C3
Sphaeralcea,Sphaeralcea,Sphaeralcea,Malvaceae,C3
Sphaeralcea_subhastata,Sphaeralcea hastulata,Sphaeralcea hastulata,Malvaceae,C3
Sphaeralcea.coccinea,Sphaeralcea coccinea,Sphaeralcea coccinea,Malvaceae,C3
Sphaeralcea.coccinia,Sphaeralcea coccinea,Sphaeralcea coccinea,Malvaceae,C3
Sphaeralcea.grossulariifolia,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,Malvaceae,C3
sphenopholis_obtusata,Sphenopholis obtusata,Sphenopholis obtusata,Poaceae,C3
Spilantes_decumbens,Acmella decumbens,Acmella decumbens,Compositae,C3
Spilantes.decumbens,Acmella decumbens,Acmella decumbens,Compositae,C3
Spilanthes.stolonifera,Acmella decumbens,Acmella decumbens,Compositae,C3
Sporabolis.asper,Sporobolus compositus,Sporobolus compositus,Poaceae,C4
Sporoblous_sp,Sporobolus,Sporobolus,Poaceae,C4
Sporobolus,Sporobolus,Sporobolus,Poaceae,C4
Sporobolus_africana,Sporobolus africanus,Sporobolus africanus,Poaceae,C4
sporobolus_asper,Sporobolus compositus,Sporobolus compositus,Poaceae,C4
Sporobolus_contractus,Sporobolus contractus,Sporobolus contractus,Poaceae,C4
Sporobolus_cryptandrus,Sporobolus cryptandrus,Sporobolus cryptandrus,Poaceae,C4
sporobolus_cryptandrus,Sporobolus cryptandrus,Sporobolus cryptandrus,Poaceae,C4
Sporobolus_festivus,Sporobolus festivus,Sporobolus festivus,Poaceae,C4
Sporobolus_flexuosus,Sporobolus flexuosus,Sporobolus flexuosus,Poaceae,C4
sporobolus_heterolepis,Sporobolus heterolepis,Sporobolus heterolepis,Poaceae,C4
Sporobolus_indicus,Sporobolus indicus,Sporobolus indicus,Poaceae,C4
Sporobolus_ioclados,Sporobolus ioclados,Sporobolus ioclados,Poaceae,C4
Sporobolus_marg,Sporobolus ioclados,Sporobolus ioclados,Poaceae,C4
Sporobolus_marginatus,Sporobolus ioclados,Sporobolus ioclados,Poaceae,C4
Sporobolus_pellucidus,Sporobolus pellucidus,Sporobolus pellucidus,Poaceae,C4
Sporobolus_platensis,Sporobolus platensis,Sporobolus platensis,Poaceae,C4
Sporobolus_stapfianus,Sporobolus stapfianus,Sporobolus stapfianus,Poaceae,C4
Sporobolus_unknown,Sporobolus,Sporobolus,Poaceae,C4
Sporobolus.airoides,Sporobolus airoides,Sporobolus airoides,Poaceae,C4
Sporobolus.caroli,Sporobolus caroli,Sporobolus caroli,Poaceae,C4
Sporobolus.cryptandrus,Sporobolus cryptandrus,Sporobolus cryptandrus,Poaceae,C4
sporobolus.cryptandrus,Sporobolus cryptandrus,Sporobolus cryptandrus,Poaceae,C4
Sporobolus.festivas,Sporobolus festivus,Sporobolus festivus,Poaceae,C4
Sporobolus.festivus.Hochst,Sporobolus festivus,Sporobolus festivus,Poaceae,C4
Sporobolus.fimbriatus,Sporobolus fimbriatus,Sporobolus fimbriatus,Poaceae,C4
Sporobolus.indicus,Sporobolus indicus,Sporobolus indicus,Poaceae,C4
Sporobolus.ioclados,Sporobolus ioclados,Sporobolus ioclados,Poaceae,C4
Sporobolus.iocladus,Sporobolus ioclados,Sporobolus ioclados,Poaceae,C4
Sporobolus.nitens,Sporobolus nitens,Sporobolus nitens,Poaceae,C4
Sporobolus.platensis,Sporobolus platensis,Sporobolus platensis,Poaceae,C4
Sporobolus.pyramidalis,Sporobolus pyramidalis,Sporobolus pyramidalis,Poaceae,C4
